title,description,price,extracted,cleaned,cleaned_l2
Replaced Remote Control for Onkyo TX-SR313 TX-SR577 TX-NR515 TX-NR616 HT-R391 HT-RC330 RC-837M RC-840M AV Receiver,No need to program. put in the battery and it works perfectly. Please note that this item will be shipped without battery.,12.98,"{'Brand': {'value': 'Generic', 'evidence': 'No branded product name mentioned'}, 'Material': {'value': 'Generic', 'evidence': 'No specific material mentioned'}, 'Storage': {'value': 'None', 'evidence': 'Shipped without battery (implies no internal storage)'}, 'Screen': {'value': 'None', 'evidence': 'No mention of display or screen size'}, 'Condition': {'value': 'New', 'evidence': 'Works perfectly, implies new product'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': 'None', 'Screen': None, 'Condition': None}"
NETGEAR XS708E-100NES - Discontinued by Manufacturer,"The XS708E 10GE ProSAFE Plus Switch from NETGEAR is the ideal switch for SMBs considering simple and affordable 10GE connectivity into their 10GE-capable servers and storage devices. The XS708E consists of eight 10GE copper ports and one combo 10GE Fiber SFP+ port. With 10GBased-T, customers can use Cat6 or Cat7 copper cables with standard RJ45 Ethernet jacks that are already widely used in their current network. Network speeds can improve up to 10x going from traditional Gigabit to 10Gigabit with minimal network changes and upgrades.",399.99,"{'Brand': {'value': 'NETGEAR', 'evidence': 'The XS708E 10GE ProSAFE Plus Switch from NETGEAR'}, 'Material': {'value': 'Metal or Fiber (due to presence of RJ45 Ethernet jacks and SFP+ port)', 'evidence': 'RJ45 Ethernet jacks'}, 'Storage': {'value': 'None', 'evidence': 'No storage capacity mentioned'}, 'Screen': {'value': 'None', 'evidence': 'No screen mentioned'}, 'Condition': {'value': 'New', 'evidence': ""From NETGEAR (implying recent product), 'their current network' (suggesting this is an initial purchase)""}}","{'Brand': 'NETGEAR', 'Material': 'Metal or Fiber (due to presence of RJ45 Ethernet jacks and SFP+ port)', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'NETGEAR', 'Material': 'Metal or Fiber (due to presence of RJ45 Ethernet jacks and SFP+ port)', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"Acer Aspire 3 Laptop, 17.3'' HD+ 1600 x 900, 3.60GHz Intel Core i5-1035G, 20GB DDR4 RAM, 128GB SSD + 1TB HDD, DVD-Writer, Windows 10, A317-52","Acer Aspire 3 Laptop, 17.3'' HD+ 1600 x 900, 3.60GHz Intel Core i5-1035G, 20GB DDR4 RAM, 128GB SSD + 1TB HDD, DVD-Writer, Windows 10, A317-52",539.99,"{'Brand': {'value': 'Acer', 'evidence': 'Acer Aspire 3 Laptop'}, 'Material': {'value': 'Plastic', 'evidence': 'Typical laptop construction'}, 'Storage': {'value': '128GB SSD + 1TB HDD', 'evidence': '128GB SSD + 1TB HDD mentioned in the product description'}, 'Screen': {'value': '17.3 inch', 'evidence': ""17.3'' HD+ mentioned in the product description""}, 'Condition': {'value': 'New', 'evidence': 'Typical condition for a brand new laptop product'}}","{'Brand': 'Acer', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Acer', 'Material': None, 'Storage': '128GB SSD + 1TB HDD', 'Screen': '17.3 inch', 'Condition': None}"
HQRP DC Female to 8 Male Power Splitter Cable Compatible with Q-See Security System Model: QC814-4H3 / QT534-4E4 / QC804-4C9-1 / QT5440-4C2-5 / QT5440-4E2-5,"HQRP® splitter cable is specially designed for connection of multiple devices to the one power source simultaneously. To reduce the number of the adapters plugged into the wall outlet, use this cable to combine several power cables of the outdoor or indoor surveillance cameras in one cable! This cable will help you to conveniently arrange your surveillance system in offices, in the streets, buildings etc! Also, compatible with Q-See Security System Model: QC814-4H3 / QT534-4E4 / QC804-4C9-1 / QT5440-4C2-5 / QT5440-4E2-5. Disclaimer: This is not an Original Equipment Manufacturer (OEM) product, HQRP branded product is a replacement. All brand names and logos are registered trademarks of their respective owners. Any use of the brand names or model designations for this product are made solely for purposes of demonstrating compatibility.",4.95,"{'Brand': {'value': 'HQRP', 'evidence': 'HQRP branded product is a replacement'}, 'Material': {'value': 'Copper/Cabled', 'evidence': 'This field is a highly probable guess based on the product type'}, 'Storage': {'value': 'None', 'evidence': 'This field is a highly probable guess based on the product type'}, 'Screen': {'value': 'None', 'evidence': 'This field is a highly probable guess based on the product type'}, 'Condition': {'value': 'New', 'evidence': 'This product is a replacement for OEM products and brand new items are often used as replacements'}}","{'Brand': 'HQRP', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'HQRP', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"Insignia - 32"" Class (31-1/2"" Diag.) - LED - 720p - 60Hz - HDTV","Insignia - 32"" Class (31-1/2"" Diag.) - LED - 720p - 60Hz - HDTV",278.0,"{'Brand': {'value': 'Insignia', 'evidence': 'Insignia - '}, 'Material': {'value': 'Plastic', 'evidence': 'guess based on typical HDTV material'}, 'Storage': {'value': 'None', 'evidence': 'No storage capacity mentioned'}, 'Screen': {'value': '32 inch', 'evidence': '31-1/2"" Diag.'}, 'Condition': {'value': 'New', 'evidence': ""typical HDTV purchase is usually new, and 'Class' refers to the display size class rather than condition""}}","{'Brand': 'Insignia', 'Material': None, 'Storage': None, 'Screen': '32 inch', 'Condition': None}","{'Brand': 'Insignia', 'Material': None, 'Storage': None, 'Screen': '32 inch', 'Condition': None}"
"Postta HDMI Cable(100 Feet Yellow) HDMI 2.0V with Built-in Signal Booster-Support 4K,3D,1080P,Ethernet,Audio Return-1 Pack","Postta 100 Feet HDMI Cable can compatible with Blu-Ray player,PS3,PS4,XBOX 360,DVD Players,3D TV's,Computer,Home Entertainment device and other HDMI-compatible device. Product Features Cable use 24K gold plated connectors and high-quality PVC material,CL3 rated for in wall installations,with environmentlly-friendly,wear-resisting and aesthetic features to ensure the using process more secure and reliable. The cable can support 3840*2160,3D,1080P,Ethernet Channel,Audio Return Channel and more. The cable can reach 18Gbps transfer speed and bring you faster and more HD experience. Fit Blu-Ray player,PS3,PS4,XBOX 360,DVD Players,3D TV's,Computer and more HDMI-compatible device. Product Specification HDMI2.0 Version OD:8.8 ± 0.2mm 99.99% Oxygen Free Copper conductor 24K Gold Plated connectors High-quality PVC material With CE,ROHS and REACH Certification 1 Year Warranty PLEASE NOTE INPUT(Source):Connect Laptop,PC,DVD,Cable Box,TV Box,Blu-Ray Player and more source device with HDMI Port.OUTPUT(Screen):Connect HDTV,Monitor,Projector and more display devices with HDMI Port.",59.99,"{'Brand': {'value': 'Postta', 'evidence': ""The product name 'Postta 100 Feet HDMI Cable'""}, 'Material': {'value': 'High-quality PVC and 99.99% Oxygen Free Copper', 'evidence': ""The product description mentions 'High-quality PVC material' and '99.99% Oxygen Free Copper conductor'""}, 'Storage': {'value': 'None', 'evidence': 'The product is a cable and does not store data'}, 'Screen': {'value': 'None', 'evidence': 'The product is a cable and does not have a screen'}, 'Condition': {'value': 'New', 'evidence': 'The product has a 1 Year Warranty and CE, ROHS, and REACH Certification, indicating it is a new product'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
Skinomi Gold Carbon Fiber Full Body Skin Compatible with Microsoft Surface Pro 4 2015 / Surface Pro 5 2017 (Full Coverage) TechSkin with Anti-Bubble Clear Film Screen Protector,"About the Carbon Fiber Series The Skinomi Carbon Fiber Series Protector Film is a break-through in mobile protection technology. By utilizing state-of-the-art materials, the film offers effective damage protection without adding additional weight or bulk to your device. Essentially, you get the protection of a durable case without the excess weight. Every Skinomi product is carefully engineered and custom-fit to offer precise fitment for maximum protection, style, and lightweight construction. At just .1 millimeters thick, the Carbon Fiber Skin is virtually weightless, yet incredibly strong and nearly impenetrable. The elegant film looks and feels like real, grade-A carbon fiber. It is not just a print, but identical to the threaded carbon fiber texture for that high-end look and feel. Installation Installing the Skinomi Carbon Fiber Film is easy and does not require liquid. The adhesive-side of the skin is specially engineered with a grid-like pattern that allows air bubbles to escape. This grid helps the skin adhere completely to the device by extracting gaps and pockets of air, which in turn prevents peeling. Key Features Easy Installation - Carbon Fiber Film does not require liquid Durability - Grade-A materials and unique adhesive properties create a long lasting protective solution Design - Precision manufacturing preserves your device's original design and does not affect functions Made in the USA Skinomi Kit Includes: Skinomi Carbon Fiber Series Protector Film Skinomi Carbon Fiber Series Protector Film Skinomi TechSkin screen protector compatible with Microsoft Surface Pro 4 (Surface Pro 2017) Skinomi TechSkin screen protector compatible with Microsoft Surface Pro 4 (Surface Pro 2017) Installation Solution for Screen Protector Installation Solution for Screen Protector Detailed Installation Instructions Detailed Installation Instructions Lifetime Warranty*The Skinomi Carbon Fiber Series Protector Film is a high-quality protective film and not a case. Lifetime Warranty *The Skinomi Carbon Fiber Series Protector Film is a high-quality protective film and not a case.",14.95,"{'Brand': {'value': 'Skinomi', 'evidence': 'The Skinomi...'}, 'Material': {'value': 'Carbon Fiber', 'evidence': 'looks and feels like real, grade-A carbon fiber'}, 'Storage': {'value': 'None', 'evidence': ''}, 'Screen': {'value': 'Unknown/Varies', 'evidence': 'custom-fit to offer precise fitment for maximum protection...'}, 'Condition': {'value': 'New', 'evidence': 'every Skinomi product is carefully engineered'}}","{'Brand': None, 'Material': 'Carbon Fiber', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Skinomi', 'Material': 'Carbon Fiber', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"RedSkyPower 20 Pack Multi Color Kid's Wired Earphone Headphones, Individually Bagged, Disposable Earphones Ideal for Students in Classroom Libraries Schools, Bulk Wholesale","Redskypower is a global manufacturer of wholesale headphones. Kids Headphones from our specialized line will immerse the wearer in the audio experience from the minute they are placed on. Just what you need is here. Lovely earbuds - Kids will immediately become immersed in the audio experience once it is turned on. In order to prevent hearing loss or damage, the Redskypower kids headset is also constrained by sound-control circuitry to create a sound that is no louder than 85dB. Package: Each earbud is packaged separately. 3.5mm L-shaped audio jack connectors. Wired communication. Stereo in-ear earbud headphones 32 OHM Impedance 5 mW is the maximum input power 85db Sensitivity (front) Response to Frequency: 20 Hz to 20 kHz Plug size: 3.5mm stereo. Suitable for the majority of smartphones, a set of headphones for the entire class, as well as Mac, PC, Android, fitness, and audio equipment. Easily fits in your pocket, bag, or backpack. Excellent sound quality across the board. Strong and Simple to Carry - Better for frequent usage in classrooms, libraries, and other educational settings. Design for In Ear - Incredibly light, cozy, smooth, and clear sound quality for a cozy listening experience",14.99,"{'Brand': {'value': 'Redskypower', 'evidence': 'Redskypower is a global manufacturer of wholesale headphones.'}, 'Material': {'value': 'Plastic', 'evidence': 'Each earbud is packaged separately.'}, 'Storage': {'value': 'None', 'evidence': 'No information about storage capacity'}, 'Screen': {'value': 'None', 'evidence': 'This is a headphone device which does not typically have a screen'}, 'Condition': {'value': 'New', 'evidence': 'Packaging details suggest new product'}}","{'Brand': 'Redskypower', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Redskypower', 'Material': 'Plastic', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
100 Pack Male Red Black DC Power Pigtails Adapter CCTV DVR Camera Lead Plug Cord,"Male Pigtails DC Power Connectors Plug Lead Cord for DVRs, CCTVs, Cameras Used to connect security cameras to your power distribution system or power adapters Features a male plug on one end and two bare wires on the other Red Black wire jackets indicate polarity Approximately 11.5 in length Provides a simple solution for power connectivity",29.9,"{'Brand': {'value': 'Generic', 'evidence': 'No specific brand mentioned'}, 'Material': {'value': 'Copper (assuming from wiring)', 'evidence': 'Red Black wire jackets'}, 'Storage': {'value': 'None', 'evidence': ""Power cord for DVRs/CCTVs/Cameras doesn't require storage""}, 'Screen': {'value': 'None', 'evidence': 'Power cord is cable only'}, 'Condition': {'value': 'Used', 'evidence': ""Product in description is 'Used' to connect security cameras""}}","{'Brand': None, 'Material': 'Copper (assuming from wiring)', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': 'Copper (assuming from wiring)', 'Storage': None, 'Screen': None, 'Condition': None}"
MPD Digital RG58U-SO239-SMA-FEMALE-10 RG-58 Jumper/Adapter for UHF Base and Mobile Antennas SMA Female to UHF SO-239 Female Connectors,"A United States defense standard, often called a military standard, ""MIL-STD"", ""MIL-SPEC"", or (informally) """", is used to help achieve standardization objectives by the U.S. Department of Defense. Our Coaxial cable meets applicable DoD requirements for Government use. Standardization is beneficial in achieving interoperability, ensuring products meet certain requirements, commonality, reliability, total cost of ownership, compatibility with logistics systems, and similar defense-related objectives [1]. Defense standards are also used by other non-defense government organizations, technical organizations, and industry. IMPORTANT DETAIL: This listing was created for US Made and Assembled MILSPEC Products. Amazon allows any seller with a ""comparable"" item to list it for sale, with the ""buy it now"" going to the lowest price. MPD Digital could import these items from China for much less and mark them up for sale here. We choose to buy US made Name Brand coaxial cable that is higher quality (and Much more expensive) and make our cables in the USA. Unfortunately we have received calls & feedback from buyers who are dissatisfied after purchasing the cheaper coax on our Amazon catalog listings. Only cable assemblies Made by Kimberly Distribution LLC / MPD Digital are warranted by MPD Digital.",17.93,"{'Brand': {'value': 'MPD Digital', 'evidence': 'We choose to buy US made Name Brand coaxial cable that is higher quality'}, 'Material': {'value': 'Copper (Coaxial cable)', 'evidence': 'Coaxial cable meets applicable DoD requirements'}, 'Storage': {'value': 'None', 'evidence': 'No mention of storage'}, 'Screen': {'value': 'None', 'evidence': 'No mention of screen size'}, 'Condition': {'value': 'New', 'evidence': 'US Made and Assembled MILSPEC Products, implies new product'}}","{'Brand': 'MPD Digital', 'Material': 'Copper (Coaxial cable)', 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'MPD Digital', 'Material': 'Copper (Coaxial cable)', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
Garmin Fenix 5 - Slate Gray with Black Band (Renewed),fenix® 5 MultiSport GPS Watch •Model: Slate Gray fenix 5 Watch with Black QuickFit™ Band•Premium 47mm multisport GPS watch with Elevate™ wrist heart rate technology•Rugged design features stainless steel bezel buttons and rear case•LED backlit high-resolution full-color Garmin Chroma Display™•Interchangeable QuickFit watch bands no tools required•Counts Steps & Monitors Sleep•Uses your heart rate to provide calories burned info & quantifies the intensity of your fitness activities •Performance widget shows the effects & progress of your workouts•Connected Features include smart notifications automatic uploads to Garmin Connect™ online fitness community & personalization through free watch faces & apps from our Connect IQ™ store•Outdoor sensors including GPS & GLONASS satellite reception & 3-Axis Compass with Gyroscope and Barometric Altimeter•Battery Life: up to 2 weeks in smartwatch mode up to 24 hours in GPS mode or up to 60 hours in UltraTrac™ battery saver mode•Water-rated to 100m •In the Box: MultiSport GPS Watch & Charging/Data Cable •NOTE: Pair with a compatible heart rate chest strap like the HRM-Run (sold separately) to access vertical oscillation & ratio ground contact time & balance & stress score,299.95,"{'Brand': {'value': 'Garmin', 'evidence': 'fenix 5 Watch with Black QuickFit.'}, 'Material': {'value': 'Stainless Steel', 'evidence': 'rugged design features stainless steel bezel buttons and rear case'}, 'Storage': {'value': 'None', 'evidence': 'No storage capacity mentioned'}, 'Screen': {'value': '47mm', 'evidence': 'Premium 47mm multisport GPS watch'}, 'Condition': {'value': 'New', 'evidence': 'Premium 47mm multisport GPS watch with no indication of used condition'}}","{'Brand': None, 'Material': 'Stainless Steel', 'Storage': None, 'Screen': '47mm', 'Condition': None}","{'Brand': 'Garmin', 'Material': 'Stainless Steel', 'Storage': None, 'Screen': '47mm', 'Condition': 'New'}"
"RUBAN Case Compatible with iPad Mini 4 - Slim Lightweight Protective Smart Shell Anti-Scratch Non-Slip Flexible Soft TPU Back Cover Stand [Auto Sleep/Wake], Navy Blue","Case Features - This case is designed for iPad Mini 4 Tablet ONLY.Will not be compatible with iPad mini 1/2/3 or Other iPad Tablets. - Colors shown in pictures may slightly differ from actual product due to lighting and Camera Setting. - Easy clip-on closure that auto sleep/ auto wake the device. - Tri-fold front cover that switches the cover between viewing stand and keyboard stand.Convenient stand position for watching movie or typing. - Accessory only, Tablet NOT included. Case Compatible with: - ONLY for iPad Mini 4th Generation Model Retina A1538/ A1550 MK9Q2LL/A, MK9P2LL/A, MK9N2LL/A, MK9Q2LL/A, MK9P2LL/A, MK9N2LL/A, MK6L2LL/A, MK6K2LL/A, MK6J2LL/A, MK882LL/A, MK6K2LL/A, MK6J2LL/A，MK9J2LL/A，MK9H2LL/A，MK9G2CL/A，MK8C2LL/A，MK9H2LL/A，MK9G2LL/A Package Includes: - 1 x RUBAN Case for iPad Mini 4",10.9,"{'Brand': {'value': 'RUBAN', 'evidence': 'Brand name is RUBAN'}, 'Material': {'value': 'Plastic', 'evidence': 'Common material for phone cases and tablet cases'}, 'Storage': {'value': 'None', 'evidence': ""Accessory case, doesn't store data""}, 'Screen': {'value': '7.9 inch', 'evidence': 'Typical size of iPads, iPad Mini 4 is 7.9 inches'}, 'Condition': {'value': 'New', 'evidence': 'Sold as a single unit, no indications of previous use'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
"Vantage Point U50S Tilt Wall Mount for 30"" to 50"" Displays (Silver)","Product Description The U50 plasma monitor is designed to support 30"" to 50"" monitors. The sturdy lightweight design weighs only 4.2 lbs, making installation simple and easy. The mount is adjustable in tilt from -2 degrees to 15 degrees. The adjustable wall plates will fit any stud spacing and the wall rail mounting system allows for centering of the monitor regardless of stud location. The slim design extends only 2.63"" from the wall once installed. The U50 will support up to 200lbs. Amazon.com The Vantage Point U50S Plasma Mount for 30- to 50-inch Monitors is designed to support 30- to 50-inch monitors. The sturdy lightweight design weighs only 4.2 pounds, making installation simple and easy. The mount is adjustable in tilt from -2 degrees to 15 degrees. The adjustable wall plates will fit any stud spacing and the wall rail mounting system allows for centering of the monitor regardless of stud location. The slim design extends only 2.63 inches from the wall once installed. The Vantage Point U50S will support up to 200 pounds.",99.95,"{'Brand': {'value': 'Vantage Point', 'evidence': '""The Vantage Point U50S Plasma Mount...'}, 'Material': {'value': 'Plastic, Metal', 'evidence': 'sturdy lightweight design, weight of 4.2 pounds/lbs'}, 'Storage': {'value': 'None', 'evidence': 'no mention of storage capacity'}, 'Screen': {'value': '30-50 inch', 'evidence': '""designed to support 30- to 50-inch Monitors""'}, 'Condition': {'value': 'New', 'evidence': 'packaging and installation context'}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Vantage Point', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
NavePoint USB 2.0 Type A Male to Type A Female Cable 3 Ft Black,"High Performance Male to Female Type A USB 2.0 Cable delivers the performance and reliability that your important computing needs demand. Designed to connect a USB device with a Type A Female connector, this New USB 2.0 Cable is compatible with numerous USB devices that are available on the market and supports both PC and Mac platforms. Available in multiple lengths. Approved by UL and CSA.",6.76,"{'Brand': {'value': 'Generic', 'evidence': 'No specific brand mentioned, but the product description is generic and does not point to any specific brand.'}, 'Material': {'value': 'Plastic', 'evidence': 'Usual material for USB cables'}, 'Storage': {'value': 'None', 'evidence': 'USB cable does not typically store data'}, 'Screen': {'value': 'None', 'evidence': 'USB cable does not have a display screen'}, 'Condition': {'value': 'New', 'evidence': ""Product description explicitly states 'New'""}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
Hotsmtbang Replacement Remote Control for Element ELEFQ501J ELEFJ321 ELDFW501 ELDFC322 ELDFC551J ELDFC601JA ELDFQ322 LCD LED HDTV TV,The remote is very easy to use and it will work straight away once you insert brand new batteries.,13.87,"{'Brand': {'value': 'Generic', 'evidence': 'brand new batteries (assumed for the remote)'}, 'Material': {'value': 'Plastic', 'evidence': 'typical material for a remote control'}, 'Storage': {'value': 'None', 'evidence': 'no storage mentioned in the description'}, 'Screen': {'value': 'None', 'evidence': 'no screen mentioned in the description'}, 'Condition': {'value': 'New', 'evidence': ""brand new batteries, implies it's in new condition""}}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': None, 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
2 New White/Clear Earhooks Compatible with Motorola Boom HX600 HX-600 Wireless Headsets Ear Hook Loop Clip Stabilizer Earloop Earclip Replacement Part + Nice Crystals Feather Brooch,2 New White/Clear Earhooks Compatible with Motorola Boom HX600 HX-600 Wireless Headsets Ear Hook Loop Clip Stabilizer Earloop Earclip Replacement Part + Nice Crystals Feather Brooch,10.99,"{'Brand': {'value': 'Motorola', 'evidence': 'Compatible with Motorola Boom HX600 HX-600 Wireless Headsets'}, 'Material': {'value': 'Metal/Plastic', 'evidence': 'Earhooks, Crystal and Feather Brooch'}, 'Storage': {'value': 'None', 'evidence': 'none'}, 'Screen': {'value': 'None', 'evidence': 'none'}, 'Condition': {'value': 'New', 'evidence': '2 New'}}","{'Brand': 'Motorola', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Motorola', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
NEC Easy to Use Video Projector (NP-M283X),"Easy to use and at the right price, M Series projectors using the latest DLP(R) technology from Texas Instruments provide all the essential features that you need to connect with your audience. The 2800-lumen, XGA (1024 x 768) native resolution NEC M283X is ideal for education and small-to-medium-sized business environments that need essential features, including bright images, automatic technologies and eco-friendly appeal. The M283X offers lamp life up to 10,000 hours and a high contrast ratio of up to 10,000:1, while Crestron Room view aids in emergency messaging. The versatile, color-coded connections to various sources aid in classroom and conference room use, including those in healthcare environments where its DICOM Simulation technology can be utilized. Full 3D display from computer and video sources. Autosense(TM) intuitively syncs the projector with most computer signals and features one touch optimization. The environment is kept in mind with ECO Mode technology, a carbon savings meter, extended filter life, and energy-saving features such as quick startup and direct power off. Take in room collaboration to a new level by connecting wirelessly and displaying information simultaneously from up to 16 devices.",699.0,"{'Brand': {'value': 'NEC', 'evidence': 'NEC M283X'}, 'Material': {'value': 'Plastic', 'evidence': 'guess based on common projector materials'}, 'Storage': {'value': 'None', 'evidence': ""guess based on projector specifications, as projectors typically don't have storage""}, 'Screen': {'value': 'None', 'evidence': 'guess based on projector specifications, as projectors display images directly'}, 'Condition': {'value': 'New', 'evidence': 'from the product name, NEC M283X, and the description as a product for educational and business environments'}}","{'Brand': 'NEC', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'NEC', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}"
Pro-Ject T1 Phono SB Turntable with Built-in Preamp and Electronic Speed Change (Satin White),"No-compromise, european-built, belt drive turntable with integrated phono preamp and electronic speed control engineered to deliver award-winning Pro-Ject sound at a lower price than ever before.",449.0,"{'Brand': {'value': 'Pro-Ject', 'evidence': 'No-compromise, european-built, belt drive turntable with integrated phono preamp and electronic speed control engineered to deliver award-winning Pro-Ject sound at a lower price than ever before.'}, 'Material': {'value': 'Plastic or Wood (guess from typical turntable construction)', 'evidence': 'No direct mention, inferred from general product knowledge'}, 'Storage': {'value': 'None', 'evidence': 'No storage capacity mentioned'}, 'Screen': {'value': 'None', 'evidence': 'No screen mentioned, typical turntable feature'}, 'Condition': {'value': 'New', 'evidence': 'Description does not imply refurbished or pre-owned nature'}}","{'Brand': 'Pro-Ject', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': None}","{'Brand': 'Pro-Ject', 'Material': None, 'Storage': None, 'Screen': None, 'Condition': 'New'}"
"SIMPLEFIX for iPad 7 7th Gen/8 8th Gen 2019 2020 iPad 10.2"" Touch Screen Digitizer Replacement A2197 A2198 A2200 A2270 A2428 A2430 Front Touch Glass Assembly with Home Button+Adhesive+Toolkit,Black,","Why us? SIMPLEFIX is the best place to purchase high quality replacement parts for your phone and tablet.NOTE:Replacement Button Does Not Support Touch ID, you may use original button if in good condition to retain Touch ID capabilities . Compatible models: Compatible with iPad 7th Generation 2019/iPad 8th Generation 2020 Model: A2197 A2198 A2200 A2270 A2428 A2429 A2430 . Packaging Includes: For iPad 7th Generation 2019/iPad 8th Generation 2020 Glass Screen Digitizer Complete Full Assembly with Home Button, Adhesive PreInstalled . Tool kit incl：1x Battery Isolation Tool,1x 1.5mm phillips screwdriver,1x Metal pry bar,2x Plastics pry bar,4x Open shell fragments,1x Suction cup,1x Microfiber Cleaning cloth,1xScreen protector for free . Kindly Note: Instructions are not included! If you are unsure of the installation process, please consult a professional to to prevent further damage to your device. You may conduct research on the internet or message us for help if you insist to replace the product on your own. We are not responsible for damage caused by installation.Thank you for understanding! Thanks: For any inquiries regarding the product or service, please contact us and we will do our best to solve your problem within 24 Hours.Thank you for your co-operation. Thank you for shopping in our store!",24.99,"{'Brand': {'value': 'Generic', 'evidence': 'Compatible with iPad 7th Generation 2019/iPad 8th Generation 2020 Model: A2197 A2198 A2200 A2270 A2428 A2429 A2430'}, 'Material': {'value': 'Plastic', 'evidence': 'Tool kit incl：1x Metal pry bar... 1xScreen protector for free'}, 'Storage': {'value': 'None', 'evidence': 'No storage information available'}, 'Screen': {'value': '7th/8th Generation iPad screen size (approximately 10.2 inch)', 'evidence': 'Compatible with iPad 7th Generation 2019/iPad 8th Generation 2020 Model: A2197 A2198 A2200 A2270 A2428 A2429 A2430'}, 'Condition': {'value': 'New', 'evidence': 'Packaging Includes: For iPad 7th Generation 2019/iPad 8th Generation 2020 Glass Screen Digitizer Complete Full Assembly with Home Button'}}","{'Brand': 'Generic', 'Material': None, 'Storage': None, 'Screen': '7th/8th Generation iPad screen size (approximately 10.2 inch)', 'Condition': 'New'}","{'Brand': 'Generic', 'Material': None, 'Storage': None, 'Screen': '7th/8th Generation iPad screen size (approximately 10.2 inch)', 'Condition': 'New'}"
Allen Tel CT413 Coaxial 5-900 MHz 3-Way Splitter,"From the Manufacturer Allen Tel Products, Inc, offers a large line of quality connectors and accessories for Audio and Video solutions. Featuring: BNC Adapters, Connectors and Terminators F Series CATV Connectors Co-Axial Splitters In-Line Splice COAX Termination and Installation Tools Wall Plates. Our products are designed to provide the highest quality of data transmission for Audio and Video applications. Allen Tel Products, Inc., is a leading supplier of complete standards compliant structured connectivity products to worldwide markets. Established in 1952, Allen Tel is a manufacturer specializing in custom communications products that are not available from other suppliers. We've built our reputation among installers, consultants, engineers and end users by delivering innovative, high quality products. We are committed to maintaining a leadership position in the connectivity networking market. This is achieved by continually expanding our product offerings to provide complete leading edge high performance connectivity solutions. From the design stage to the first prototype to final production and testing. Allen Tel will create a quality product that meets our customer needs. All of our products are designed to provide quality and installation ease, resulting in cost effective, reliable solutions in any networking environment. This unique combination of manufacturing and technology expertise has Allen Tel well positioned for the new millennium.",3.44,"{'Brand': {'value': 'Allen Tel Products, Inc.', 'evidence': 'From the Manufacturer Allen Tel Products, Inc'}, 'Material': {'value': 'Metal', 'evidence': 'Connectors and Terminators F Series CATV Connectors Co-Axial Splitters'}, 'Storage': {'value': 'None', 'evidence': ''}, 'Screen': {'value': 'None', 'evidence': ''}, 'Condition': {'value': 'New', 'evidence': 'quality products'}}","{'Brand': 'Allen Tel Products, Inc.', 'Material': 'Metal', 'Storage': None, 'Screen': None, 'Condition': 'New'}","{'Brand': 'Allen Tel Products, Inc.', 'Material': 'Metal', 'Storage': None, 'Screen': None, 'Condition': 'New'}"
